customer_type;age;type_of_travel;class;flight_distanced;inflight_wifi_service;ease_of_online_booking;food_and_drink;online_boarding;seat_comfort;inflight_entertainment;on-board_service;leg_room_service;baggage_handling;checking_service;inflight_service;cleanliness;average_service_rating;satisfaction
0;26;1;2;944;3;3;5;3;5;5;3;2;4;3;5;5;3,833333333;0
1;49;1;1;2419;4;4;5;3;1;4;4;4;4;5;4;3;3,75;1
0;33;1;2;113;3;3;5;3;5;5;4;5;5;3;4;5;4,166666667;0
1;40;1;2;784;4;4;1;2;3;4;4;4;4;3;4;5;3,5;1
1;32;1;2;270;2;2;4;4;4;4;5;2;5;3;5;4;3,666666667;1
0;23;1;2;1500;5;5;4;5;4;4;5;5;5;5;5;4;4,666666667;1
1;28;1;2;1670;2;2;5;5;5;5;4;5;3;5;4;5;4,166666667;1
1;50;1;2;2125;3;2;2;3;4;3;3;3;3;1;3;4;2,833333333;0
1;31;1;2;3033;0;0;3;3;3;3;4;3;3;3;2;3;2,5;1
1;60;0;0;861;2;2;5;4;5;5;5;2;5;4;5;3;3,916666667;0
1;25;1;2;3547;2;1;2;2;2;2;1;2;2;3;2;2;1,916666667;0
1;30;0;0;618;1;1;4;1;4;4;4;2;5;4;5;4;3,25;0
0;24;1;0;1154;4;4;3;4;3;3;3;5;3;1;3;3;3,25;0
1;63;0;0;967;1;1;2;1;1;2;3;3;4;3;5;2;2,333333333;0
0;44;1;0;458;4;5;3;5;3;3;4;2;3;2;4;3;3,416666667;0
1;26;1;2;110;2;2;5;5;3;5;2;4;4;4;1;5;3,5;1
0;30;1;2;773;3;3;3;3;1;3;4;2;4;4;4;3;3,083333333;0
1;15;1;2;649;3;5;3;3;3;3;1;2;4;2;4;3;3;0
0;39;1;2;997;3;3;2;3;2;2;3;1;4;4;4;2;2,75;0
1;38;0;0;404;1;1;4;1;4;4;3;5;5;4;5;4;3,416666667;0
1;20;0;0;628;3;3;3;4;4;4;3;3;3;4;1;4;3,25;0
1;40;1;2;447;1;1;2;5;4;4;4;4;4;3;4;5;3,416666667;1
1;57;1;1;397;3;5;1;3;4;3;3;3;3;3;3;3;3,083333333;0
1;37;1;2;1121;1;1;3;4;4;3;3;3;3;5;3;4;3,083333333;1
1;62;0;0;946;3;3;5;4;3;3;3;3;3;3;3;1;3,083333333;0
1;13;1;2;1578;3;5;3;3;3;3;4;3;3;4;3;3;3,333333333;0
1;10;0;0;696;1;1;5;1;4;5;5;2;5;4;4;5;3,5;0
1;61;1;0;955;4;3;4;4;4;4;3;3;2;5;4;4;3,666666667;1
1;66;1;2;3994;3;5;5;3;4;3;3;3;3;2;3;3;3,333333333;0
1;69;0;0;717;2;2;3;4;5;4;4;2;4;4;4;3;3,416666667;0
1;20;0;0;1028;2;2;4;2;4;4;4;3;4;3;5;4;3,416666667;0
0;26;1;0;501;2;2;2;2;3;2;5;5;1;3;3;2;2,666666667;0
0;21;1;2;255;3;4;3;4;1;3;4;3;4;4;4;3;3,333333333;0
0;15;1;0;756;2;2;1;2;1;1;3;3;4;3;5;1;2,333333333;0
1;30;1;2;3658;1;5;4;4;4;4;4;1;4;1;5;4;3,416666667;1
1;19;0;0;861;1;1;4;1;4;4;3;2;4;4;4;4;3;0
0;59;1;0;170;2;2;5;2;5;5;1;3;4;3;3;5;3,333333333;0
0;24;1;0;1024;2;2;5;2;5;5;1;3;4;4;3;5;3,416666667;0
1;24;0;0;599;5;5;5;5;5;5;2;4;3;2;2;5;4;1
1;50;1;2;1534;2;2;2;5;4;4;4;5;4;3;4;5;3,666666667;1
1;60;0;0;1183;3;2;5;4;4;2;2;2;2;4;2;3;2,916666667;0
0;41;1;2;1666;2;2;3;2;3;3;1;3;3;3;3;3;2,583333333;0
1;67;0;0;1276;2;2;1;2;1;1;5;5;4;5;5;1;2,833333333;0
0;52;1;1;590;2;1;3;2;1;3;3;2;3;3;3;3;2,416666667;0
1;54;1;2;2284;4;4;5;4;4;5;5;5;5;3;5;3;4,333333333;1
1;10;0;1;264;4;0;1;0;2;1;2;1;4;3;4;1;1,916666667;1
1;57;1;2;3496;2;2;3;4;5;5;5;5;5;4;5;5;4,166666667;1
1;38;1;2;746;1;1;1;2;3;5;5;5;5;1;5;5;3,25;1
0;50;1;0;109;2;2;5;2;1;5;5;5;2;1;1;5;3;0
0;26;1;0;828;1;1;4;1;4;4;4;4;4;2;5;4;3,166666667;0
1;44;1;2;1634;1;1;2;4;4;3;3;3;3;4;3;3;2,833333333;1
1;51;1;0;361;5;4;5;5;5;5;5;1;1;3;1;5;3,75;1
1;64;1;1;143;4;4;4;4;4;4;2;4;1;2;5;4;3,5;1
0;62;1;2;954;4;4;1;4;1;1;3;5;5;4;5;1;3,166666667;0
1;45;0;0;508;2;2;1;2;1;1;3;4;4;3;5;1;2,416666667;0
1;46;1;2;413;3;5;1;3;3;3;3;2;3;2;3;4;2,916666667;0
1;27;0;1;1013;2;2;3;2;3;3;3;4;3;1;3;3;2,666666667;0
1;29;1;2;3086;3;4;3;3;3;3;3;4;4;3;4;3;3,333333333;0
1;30;0;0;691;2;2;2;2;5;2;3;3;3;4;2;2;2,666666667;0
1;60;1;2;1817;2;4;4;4;4;2;2;2;2;3;2;5;3;1
1;53;1;2;237;5;5;5;5;2;4;4;4;4;2;4;3;3,916666667;1
1;36;0;2;1187;3;4;3;4;5;3;3;4;3;3;3;5;3,583333333;0
1;46;1;2;3621;5;5;2;5;5;5;5;5;5;3;5;4;4,5;1
0;13;1;0;1892;2;3;3;2;3;3;2;2;3;3;3;3;2,666666667;0
0;22;1;2;536;0;0;1;0;1;1;3;1;2;4;1;1;1,25;1
0;21;1;2;1399;1;1;3;1;3;3;3;1;2;1;3;3;2,083333333;0
1;51;1;2;472;2;2;3;4;1;4;4;5;4;5;4;2;3,333333333;1
1;59;1;2;2286;2;2;3;5;4;4;4;4;4;4;4;4;3,666666667;1
0;23;1;0;164;0;0;5;0;5;5;5;3;2;4;2;5;3;1
1;52;1;2;1055;5;5;4;5;4;3;3;2;3;4;3;5;3,833333333;1
1;39;1;2;295;1;1;4;4;5;4;4;4;4;5;4;5;3,75;1
1;64;1;1;1744;1;2;3;3;4;1;1;1;1;3;1;3;2;0
1;7;0;0;296;1;1;1;1;1;1;3;4;3;2;4;1;1,916666667;0
1;70;0;0;447;1;2;1;4;2;5;5;2;5;1;5;1;2,833333333;0
1;55;1;2;544;4;4;2;4;5;5;5;4;5;5;5;4;4,333333333;1
0;23;1;0;587;2;3;4;3;4;4;4;4;4;4;4;4;3,666666667;0
1;49;0;0;315;4;4;4;4;4;5;5;4;5;1;5;4;4,083333333;0
1;41;1;2;1723;1;2;5;4;5;5;5;4;5;5;5;5;4,25;1
1;17;1;2;1721;1;1;3;3;3;3;1;5;4;3;5;3;2,916666667;1
1;41;1;0;1076;3;3;3;3;3;3;4;1;2;3;2;3;2,75;0
0;26;1;0;589;1;1;5;1;5;5;2;2;1;5;3;5;3;0
1;65;0;0;545;2;2;4;3;3;2;2;2;5;3;2;3;2,75;0
0;36;1;2;764;2;2;2;2;2;2;5;2;4;4;5;2;2,833333333;0
0;25;1;0;1012;3;3;4;3;4;4;3;3;3;3;2;4;3,25;0
1;46;1;2;993;2;5;1;3;3;2;2;2;2;2;2;3;2,416666667;0
1;13;0;0;236;2;2;5;2;5;5;1;2;1;1;1;5;2,666666667;0
1;49;1;2;2493;3;3;3;5;4;4;4;4;4;5;4;3;3,833333333;1
1;23;1;2;1528;1;1;4;4;4;4;3;2;4;5;5;4;3,416666667;1
1;57;1;2;2503;1;1;4;5;4;4;4;4;4;5;4;5;3,75;1
1;44;0;0;404;3;5;4;5;4;4;5;4;4;4;4;4;4,166666667;0
0;27;1;0;680;3;3;5;3;5;5;5;5;5;1;2;5;3,916666667;0
0;62;1;0;983;3;3;3;3;3;3;3;3;4;1;3;3;2,916666667;0
0;29;1;1;214;2;2;3;2;5;3;1;4;4;2;3;3;2,833333333;0
1;30;0;0;237;1;1;2;1;2;2;4;5;4;3;5;2;2,666666667;0
1;71;1;0;200;5;5;5;5;5;5;1;5;2;3;5;5;4,25;1
1;11;0;0;745;3;3;4;3;4;4;5;4;5;4;5;4;4;0
1;61;1;0;184;2;4;1;4;4;2;2;2;2;3;2;1;2,416666667;0
1;46;0;0;462;4;4;3;4;3;3;3;2;4;3;5;3;3,416666667;0
0;40;1;2;349;2;2;5;2;5;5;5;4;5;3;4;5;3,916666667;0
0;65;1;1;133;2;2;4;2;5;4;3;4;3;2;3;4;3,166666667;0
1;32;1;0;1167;4;2;4;4;4;5;3;2;1;4;1;4;3,166666667;1
1;35;1;2;1121;1;1;2;4;4;5;5;5;5;5;5;3;3,75;1
1;13;0;0;283;2;2;3;2;5;3;1;5;4;4;4;3;3,166666667;0
1;56;0;0;838;2;2;5;5;5;2;2;2;2;3;2;4;3;0
1;37;1;2;600;2;2;2;5;5;5;5;5;5;5;5;3;4,083333333;1
0;19;1;0;711;2;2;5;2;5;5;2;2;4;4;4;5;3,5;0
1;62;0;0;570;2;1;2;2;3;4;4;1;4;2;4;4;2,75;0
1;41;1;2;3312;2;2;5;5;5;5;5;5;5;5;5;5;4,5;1
1;22;1;1;2611;4;4;4;4;5;4;5;4;4;4;3;4;4,083333333;1
0;35;1;2;1129;2;2;2;2;2;2;4;1;3;3;3;2;2,333333333;0
1;64;0;0;373;4;4;4;4;4;1;1;4;1;3;1;5;3;0
1;37;1;2;3346;3;5;4;5;2;5;5;5;5;1;5;4;4,083333333;1
0;29;1;2;1590;4;4;4;4;3;4;4;4;4;5;4;4;4;1
0;23;1;2;460;4;4;4;1;1;4;4;5;4;1;5;1;3,166666667;1
1;29;0;0;868;1;1;2;1;2;2;4;3;3;2;3;2;2,166666667;0
1;11;0;0;110;2;2;2;2;2;2;2;4;4;3;4;2;2,583333333;0
1;34;0;0;618;2;2;1;2;1;1;3;5;4;5;5;1;2,666666667;0
1;38;1;0;323;3;1;3;4;3;3;1;3;4;2;4;3;2,833333333;0
1;60;1;2;1119;4;4;3;4;4;4;4;4;4;5;4;5;4,083333333;1
1;41;1;0;452;1;2;1;1;1;1;1;1;4;1;3;1;1,5;0
1;10;0;1;872;2;2;5;2;1;5;3;4;4;3;4;5;3,333333333;0
1;27;0;0;529;4;4;2;4;3;2;1;1;3;2;4;2;2,666666667;0
1;10;0;1;334;1;1;1;1;1;1;4;2;5;5;4;1;2,25;0
1;17;0;0;156;2;2;2;2;2;2;5;5;5;3;4;2;3;0
1;32;1;1;909;4;2;4;4;4;4;5;1;5;5;3;4;3,75;1
1;53;1;0;411;4;5;4;4;4;4;2;1;2;1;2;4;3,083333333;1
0;22;1;2;530;5;5;4;5;5;4;3;3;5;3;4;4;4,166666667;1
1;49;0;0;351;1;1;2;4;3;5;5;1;5;3;5;3;3,166666667;0
1;49;1;2;391;4;4;2;5;5;4;4;4;4;5;4;4;4,083333333;1
1;35;1;0;1506;1;0;0;3;3;3;2;2;3;3;2;3;2,083333333;0
0;50;1;2;590;5;0;3;5;5;3;4;2;4;5;4;3;3,583333333;1
1;36;1;2;2556;4;5;4;3;3;4;5;3;5;3;5;3;3,916666667;1
1;30;1;2;3218;4;4;2;2;2;2;3;4;5;3;5;2;3,166666667;1
1;46;1;0;531;4;2;3;4;3;3;4;2;4;5;1;3;3,166666667;1
1;53;1;2;402;5;5;3;4;4;4;4;4;4;4;4;3;4;1
1;15;0;0;646;1;1;4;1;4;4;4;5;4;4;4;4;3,333333333;0
1;48;1;2;1741;2;2;5;5;5;5;5;5;5;4;5;4;4,333333333;1
1;48;1;2;239;0;1;5;5;5;3;3;3;3;3;3;5;3,25;1
1;58;1;2;3748;5;5;2;4;4;5;5;5;5;3;5;4;4,333333333;1
0;43;1;0;189;4;5;1;5;1;1;3;5;3;3;4;1;3;0
1;45;1;0;1005;2;3;3;3;3;2;2;2;2;2;2;1;2,25;0
1;49;1;2;759;2;2;2;2;1;4;4;4;4;1;4;4;2,833333333;1
0;36;1;2;777;1;1;1;1;1;1;5;5;5;3;4;1;2,416666667;0
0;63;1;0;106;3;3;4;3;4;4;2;2;4;2;3;4;3,166666667;0
1;46;0;0;1771;4;4;3;4;4;3;3;4;3;2;3;3;3,333333333;0
1;30;1;2;2172;4;4;5;5;5;5;5;4;2;5;1;5;4,166666667;1
1;70;0;1;345;2;2;2;4;4;5;5;2;5;5;5;3;3,666666667;0
1;59;1;2;349;5;5;4;4;5;4;4;5;4;5;4;5;4,5;1
0;25;1;1;1671;4;4;4;4;3;4;4;3;2;4;4;4;3,666666667;0
1;13;1;0;2329;5;5;5;5;4;5;5;1;5;4;2;5;4,25;1
1;66;0;0;2585;3;3;3;2;3;2;4;5;4;3;3;3;3,166666667;0
1;43;1;1;1197;3;3;5;3;3;3;3;3;3;4;3;4;3,333333333;0
1;37;1;2;611;3;3;5;5;5;4;4;5;4;3;4;4;4,083333333;1
1;30;1;2;2667;1;1;4;4;4;4;5;5;5;5;5;4;3,916666667;1
1;33;0;0;1197;4;5;3;5;4;3;3;3;5;5;4;3;3,916666667;0
1;39;1;0;2329;4;3;4;4;4;4;3;2;3;4;3;4;3,5;0
1;22;0;0;515;5;5;2;5;2;2;5;4;5;5;4;2;3,833333333;1
1;19;0;1;588;3;3;5;3;5;5;5;5;4;4;5;5;4,333333333;0
1;20;1;2;1363;3;3;4;4;4;4;4;5;4;4;5;4;4;1
1;60;1;2;3014;4;4;3;5;5;5;5;5;5;5;5;5;4,666666667;1
1;38;0;0;1313;4;4;2;4;2;2;3;2;4;3;5;2;3,083333333;1
1;55;1;2;1750;1;1;2;4;4;5;5;5;5;4;5;3;3,666666667;1
1;38;1;1;542;4;4;4;5;4;4;2;2;1;1;1;4;3;1
1;9;0;0;631;3;3;3;3;3;3;1;5;4;3;3;3;3,083333333;0
1;53;0;0;297;3;3;3;3;3;3;4;5;5;3;4;3;3,5;0
1;54;1;2;3295;1;1;5;4;4;5;5;5;5;5;5;5;4,166666667;1
1;55;1;2;2742;0;0;4;2;3;2;2;2;2;4;2;3;2,166666667;1
1;38;1;2;3031;4;5;4;4;4;4;4;4;4;3;4;1;3,75;0
0;29;1;0;2454;1;1;1;4;4;4;4;3;3;4;1;4;2,833333333;0
1;41;1;2;895;3;3;3;4;4;4;4;4;4;5;4;4;3,833333333;1
1;39;1;2;157;5;3;4;4;4;4;4;4;5;4;4;5;4,166666667;1
0;33;1;2;594;2;2;3;2;4;3;4;4;5;4;5;3;3,416666667;0
0;36;1;1;533;2;2;2;2;2;2;2;5;4;4;4;2;2,75;0
1;43;1;2;319;0;0;2;4;5;1;1;1;1;3;1;5;2;1
0;25;1;0;479;4;4;2;4;2;2;3;4;5;4;2;2;3,166666667;0
1;17;1;1;370;3;3;3;3;4;3;1;2;3;4;3;3;2,916666667;0
1;34;0;0;602;4;4;4;5;5;5;4;5;4;5;5;5;4,583333333;0
1;52;1;2;3599;1;1;2;3;3;1;1;1;1;1;1;3;1,583333333;0
1;46;1;2;1744;2;2;4;3;4;3;3;3;3;3;3;3;3;1
1;28;1;2;1887;1;1;5;5;5;5;3;3;1;5;2;5;3,416666667;1
1;18;0;0;250;1;1;2;1;2;2;3;2;4;4;5;2;2,416666667;0
1;29;1;2;2511;5;5;4;4;4;4;2;5;2;2;4;4;3,75;1
1;45;1;2;3189;5;5;5;5;5;5;5;5;4;3;5;5;4,75;1
1;32;1;2;413;5;3;4;4;4;4;4;2;5;5;5;4;4,083333333;1
1;53;1;2;1641;0;0;2;5;4;5;5;5;3;4;5;3;3,416666667;1
1;51;1;2;490;5;5;3;4;5;4;4;4;4;2;4;4;4;1
1;42;0;0;1346;4;3;5;4;5;4;4;3;4;4;4;4;4;0
1;50;1;2;502;1;1;3;5;5;5;5;5;5;3;5;5;4;1
1;66;1;0;414;3;5;3;3;3;3;4;1;3;1;3;3;2,916666667;0
1;34;0;0;214;2;2;4;2;4;4;1;5;4;1;4;4;3,083333333;0
1;46;1;2;197;1;4;3;3;3;3;3;3;1;3;3;4;2,833333333;0
0;22;1;0;571;3;3;1;3;1;1;2;2;2;3;2;1;2;0
0;29;1;2;2079;1;1;5;1;5;5;5;2;4;5;5;5;3,666666667;0
1;59;0;0;1325;1;1;4;1;4;4;3;2;3;5;4;4;3;0
1;50;1;1;1199;2;5;2;2;2;2;3;5;3;3;3;2;2,833333333;0
1;43;1;2;228;3;5;2;2;3;3;3;3;3;4;3;3;3,083333333;0
1;59;1;2;432;5;5;3;4;2;5;5;5;5;2;5;5;4,25;1
1;29;1;0;1666;5;3;5;5;5;5;3;2;4;5;3;5;4,166666667;1
1;48;1;0;191;5;1;5;5;5;5;3;2;5;2;3;5;3,833333333;1
1;58;0;0;503;2;2;4;2;5;4;5;2;4;5;4;4;3,583333333;0
1;69;0;0;723;3;3;4;3;4;4;3;4;3;1;4;4;3,333333333;0
1;33;1;0;77;1;5;1;1;1;1;3;3;4;2;3;1;2,166666667;0
1;43;1;2;1650;2;2;4;4;4;4;4;4;4;5;4;3;3,666666667;1
1;42;1;0;305;4;2;3;2;5;4;4;4;4;3;4;3;3,5;1
0;31;1;0;1282;1;0;5;1;1;5;4;1;3;1;4;5;2,583333333;0
1;46;1;2;2096;5;5;4;5;4;4;4;4;4;3;4;4;4,166666667;1
1;27;0;0;679;3;3;5;3;5;5;4;3;4;5;4;5;4,083333333;0
1;55;1;2;447;4;4;5;5;5;5;5;5;5;4;5;5;4,75;1
0;45;1;2;651;1;1;3;1;3;3;4;5;4;3;4;3;2,916666667;0
1;33;1;2;3648;1;5;1;1;1;1;3;2;3;3;3;1;2,083333333;0
0;23;1;0;258;4;4;4;2;2;3;3;4;5;2;3;2;3,166666667;0
1;63;1;2;691;4;4;3;4;4;2;2;2;2;3;2;5;3,083333333;1
1;60;1;1;738;3;1;3;3;3;3;4;1;4;1;3;3;2,666666667;0
1;52;1;2;650;5;5;3;4;5;4;4;4;4;5;4;5;4,333333333;1
0;25;1;0;407;3;3;4;3;4;4;5;3;2;4;2;4;3,416666667;0
1;68;1;2;3043;2;2;5;4;5;4;4;4;4;4;4;4;3,833333333;1
1;59;1;2;1337;5;5;3;5;4;3;3;4;3;3;3;3;3,666666667;1
1;53;0;0;296;4;4;1;3;3;2;2;4;2;2;2;1;2,5;1
1;24;0;0;270;4;5;2;5;2;2;5;5;4;4;4;2;3,666666667;0
1;58;0;2;787;2;2;5;4;3;4;4;2;4;3;4;4;3,416666667;0
1;40;1;0;363;4;5;4;4;4;4;1;5;3;4;4;4;3,833333333;0
1;43;0;0;259;1;1;2;1;5;2;1;3;5;1;3;2;2,25;0
1;60;1;2;440;4;4;4;5;4;4;4;4;4;4;4;4;4,083333333;1
0;35;1;0;666;2;3;5;3;3;5;2;2;4;1;4;5;3,25;0
1;34;1;2;191;2;3;5;4;3;2;2;2;2;1;2;2;2,5;0
1;60;0;0;1504;3;3;5;4;3;1;1;3;1;2;1;2;2,416666667;0
0;37;1;2;304;4;4;3;4;3;3;4;4;4;4;4;3;3,666666667;1
1;13;0;0;479;3;3;4;3;4;4;1;4;3;2;4;4;3,25;0
1;11;0;0;247;1;1;2;1;2;2;3;5;3;4;3;2;2,416666667;0
1;62;1;2;1235;3;3;4;5;4;4;4;4;4;3;4;5;3,916666667;1
1;31;1;2;3702;4;4;4;4;4;4;2;3;1;1;2;4;3,083333333;0
1;52;1;2;2586;3;3;4;4;4;3;3;4;5;4;4;4;3,75;1
1;45;1;2;3067;4;4;3;4;4;4;4;4;4;5;4;5;4,083333333;1
1;52;0;0;2449;3;2;2;3;3;5;2;5;4;3;2;3;3,083333333;0
0;25;1;0;759;3;4;4;4;4;4;3;1;3;1;3;4;3,166666667;0
1;41;0;1;746;3;3;5;3;3;3;3;3;3;5;3;4;3,416666667;0
1;53;1;2;3095;3;3;4;5;5;3;3;3;3;3;3;5;3,583333333;1
0;21;1;0;125;4;4;5;4;5;5;3;4;4;1;1;5;3,75;1
1;59;1;0;302;4;3;4;4;4;4;5;2;4;1;2;4;3,416666667;1
0;25;1;2;738;1;2;3;2;1;3;5;5;5;4;5;3;3,25;0
1;45;1;2;2288;4;4;4;3;4;5;5;4;5;3;5;3;4,083333333;1
1;57;1;2;2116;4;4;3;1;2;5;5;4;4;1;5;1;3,25;1
0;24;1;0;925;5;5;3;5;3;3;1;3;1;2;1;3;2,916666667;1
0;35;1;2;1020;3;3;5;3;5;5;5;2;4;5;4;5;4,083333333;0
1;35;1;2;1770;2;2;3;3;4;5;5;5;5;1;5;4;3,666666667;1
1;45;0;0;600;2;2;2;4;5;5;5;2;5;5;5;3;3,75;0
1;43;1;2;1726;4;4;2;5;4;4;4;4;4;4;4;3;3,833333333;1
0;24;1;0;717;0;0;4;0;3;4;5;3;2;3;5;4;2,75;1
1;50;1;2;416;3;3;1;5;2;5;5;5;5;2;5;4;3,75;1
1;39;1;2;862;3;3;3;2;3;3;3;3;3;4;3;3;3;0
1;45;0;0;628;1;1;5;1;5;5;4;1;3;4;4;5;3,25;0
1;60;0;0;259;2;2;5;2;5;5;4;4;3;1;4;5;3,5;0
1;61;1;2;3121;2;2;3;5;4;5;5;5;5;1;5;4;3,833333333;1
1;15;1;0;1022;3;3;3;3;4;3;4;2;3;2;3;3;3;0
1;48;1;1;964;3;1;2;3;3;2;2;3;2;3;2;3;2,416666667;1
1;67;0;1;590;1;1;5;5;4;3;3;1;3;5;3;3;3,083333333;0
1;21;1;2;946;3;4;3;2;3;3;3;5;4;2;4;3;3,25;0
1;69;0;0;228;3;3;2;3;2;2;4;4;4;4;4;2;3,083333333;0
0;28;1;2;507;4;4;4;4;5;4;4;5;4;5;5;4;4,333333333;1
1;44;1;2;2691;1;3;2;5;4;5;5;4;5;4;5;3;3,833333333;1
1;34;1;2;1185;3;2;4;3;4;3;3;3;3;4;3;1;3;0
0;25;1;0;1313;1;1;5;1;5;5;4;4;4;3;5;5;3,583333333;0
1;40;1;1;1065;4;2;4;4;4;4;4;2;2;2;1;4;3,083333333;1
1;58;1;2;3491;3;3;5;4;4;5;5;5;5;5;5;3;4,333333333;1
1;32;0;1;692;3;3;3;3;3;3;5;5;5;5;4;3;3,75;0
1;50;1;0;802;2;2;2;2;2;2;2;2;4;2;3;2;2,25;0
1;42;1;1;448;5;4;5;4;2;5;5;5;5;4;5;4;4,416666667;1
1;16;1;2;599;5;4;3;3;3;3;5;4;5;4;5;3;3,916666667;1
1;37;1;0;352;4;5;4;4;4;4;3;2;3;4;3;4;3,666666667;0
1;76;1;0;460;1;4;1;1;1;1;3;2;4;4;3;1;2,166666667;0
1;38;1;0;86;3;3;3;3;3;3;1;5;5;3;2;3;3,083333333;1
0;32;1;0;231;4;3;4;3;4;4;3;2;1;3;4;4;3,25;0
0;21;1;2;882;5;5;4;5;1;4;3;4;5;4;5;4;4,083333333;1
1;53;1;2;1999;4;4;3;4;5;5;5;5;5;5;5;5;4,583333333;1
1;31;0;0;293;5;5;5;5;5;5;4;5;3;2;4;5;4,416666667;1
1;56;0;1;842;2;2;3;2;3;3;1;5;5;5;5;3;3,25;0
1;55;1;0;834;5;1;5;4;4;2;4;2;4;4;4;4;3,583333333;1
1;68;1;2;1831;2;2;3;1;2;4;4;4;4;1;4;1;2,666666667;1
1;57;0;1;738;3;3;2;3;2;2;5;3;5;4;5;2;3,25;0
1;38;1;2;1705;4;2;1;4;1;5;5;5;5;1;5;4;3,5;1
1;47;1;0;429;5;2;4;5;3;5;5;5;5;4;5;2;4,166666667;1
1;49;0;0;719;3;3;1;3;1;1;3;3;4;1;3;1;2,25;0
1;28;1;0;86;1;3;1;1;1;1;2;5;4;2;4;1;2,166666667;0
0;23;1;0;1322;4;4;1;4;1;1;3;4;3;3;4;1;2,75;1
0;22;1;0;761;1;1;1;1;1;1;1;3;3;2;2;1;1,5;0
0;39;1;2;708;3;3;1;3;5;1;4;5;2;1;3;1;2,666666667;0
0;39;1;1;67;2;2;4;2;5;4;5;2;2;1;2;4;2,916666667;0
1;53;0;1;240;3;0;4;4;4;4;4;0;4;4;4;4;3,25;0
1;63;1;2;2464;1;1;1;3;4;5;5;5;5;4;5;1;3,333333333;1
1;65;0;0;1121;3;3;1;3;1;1;4;3;4;4;4;1;2,666666667;0
0;20;1;0;574;2;2;5;2;5;5;3;2;4;2;3;5;3,333333333;0
1;31;1;2;368;2;2;4;4;4;4;5;3;5;5;4;4;3,833333333;1
1;40;1;2;3441;4;4;5;3;4;5;5;5;4;5;5;4;4,416666667;1
1;42;1;2;3550;3;3;2;5;4;3;3;3;3;3;3;3;3,166666667;1
1;41;1;2;2865;2;4;3;4;4;5;5;5;5;4;5;3;4,083333333;1
1;50;1;2;936;1;1;5;4;5;5;5;5;5;3;5;3;3,916666667;1
1;27;1;2;1601;5;5;5;5;5;5;4;3;1;4;5;5;4,333333333;1
1;57;1;2;2355;1;4;2;3;2;1;1;1;1;1;1;1;1,583333333;0
1;51;1;0;399;4;5;4;4;4;4;1;5;5;4;2;4;3,833333333;1
1;44;1;2;224;3;3;4;4;5;4;4;4;4;5;4;3;3,916666667;1
1;41;1;2;3382;1;5;4;4;3;2;2;3;1;1;2;1;2,416666667;0
1;51;1;2;2293;1;3;4;4;4;4;4;4;4;5;4;4;3,75;1
0;22;1;0;2248;1;0;5;1;5;5;5;5;3;5;4;5;3,666666667;0
1;51;1;2;377;3;3;4;5;5;2;2;2;2;5;2;4;3,25;1
1;59;1;0;666;2;5;2;2;2;2;3;2;4;2;4;2;2,666666667;0
1;20;1;2;908;3;3;4;4;4;4;4;5;5;3;5;4;4;1
1;60;1;2;946;1;1;3;4;4;4;4;4;4;3;4;3;3,25;1
1;68;0;0;187;1;1;4;4;3;4;4;1;4;4;4;1;2,916666667;0
1;63;0;0;2248;3;3;3;5;4;4;4;3;4;5;4;5;3,916666667;0
1;63;0;0;370;4;3;4;3;4;4;4;5;5;4;4;4;4;0
1;32;1;2;2702;4;4;4;4;4;4;2;4;4;3;3;4;3,666666667;0
0;30;1;0;479;4;4;2;4;2;2;1;1;3;4;3;2;2,666666667;0
1;7;0;0;1180;3;3;3;3;5;3;3;4;3;3;4;3;3,333333333;0
0;36;1;0;399;1;1;5;1;5;5;1;1;5;1;2;5;2,75;0
1;68;0;0;472;3;3;4;3;3;1;1;3;3;3;1;3;2,583333333;0
1;31;1;2;2008;2;2;2;2;2;2;1;1;3;2;3;2;2;0
1;40;1;2;134;3;3;5;5;5;5;5;5;5;3;5;3;4,333333333;1
0;18;1;0;957;4;4;2;4;1;2;4;2;4;5;5;2;3,25;1
1;27;1;1;2402;5;5;5;5;5;5;2;3;5;1;4;5;4,166666667;1
1;42;1;2;1773;4;4;2;4;4;4;4;4;4;4;4;5;3,916666667;1
1;15;0;1;349;2;2;2;2;2;2;3;5;5;4;4;2;2,916666667;0
1;39;1;2;1076;2;2;3;3;2;4;4;4;4;5;4;2;3,25;1
1;39;0;0;125;4;4;5;4;5;5;4;5;1;3;4;5;4,083333333;0
1;34;0;0;569;3;3;1;3;5;1;3;2;4;4;4;1;2,833333333;0
1;46;1;2;3259;4;3;3;5;5;4;4;4;4;4;4;5;4,083333333;1
1;16;0;0;125;4;4;1;4;1;1;3;2;4;2;4;1;2,583333333;0
1;42;1;1;789;5;2;5;5;5;4;1;1;5;5;1;5;3,666666667;1
1;47;1;2;2232;4;4;3;2;4;4;4;4;3;4;4;3;3,583333333;1
1;53;1;2;812;2;2;4;5;4;4;4;4;4;3;4;4;3,666666667;1
1;62;1;2;2648;5;5;3;4;3;5;5;5;5;3;5;4;4,333333333;1
1;38;0;0;491;2;2;3;2;5;3;4;5;5;4;4;3;3,5;0
1;22;0;0;1072;5;5;2;5;2;2;3;5;5;5;5;2;3,833333333;1
1;7;0;2;533;2;2;1;2;4;1;3;4;5;5;4;1;2,833333333;0
